model,symbol,date,split,regime,direction,confluence,is_atz,gtf_7,gtf_13,conviction,pnl_r,is_win
MODEL_A,KOTAKBANK,2022-07-29,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,KOTAKBANK,2022-07-29,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,KOTAKBANK,2022-08-05,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_B,KOTAKBANK,2022-08-05,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2022-08-16,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,KOTAKBANK,2022-08-16,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,KOTAKBANK,2022-08-23,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,KOTAKBANK,2022-08-23,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_D,KOTAKBANK,2022-08-23,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_E,KOTAKBANK,2022-08-23,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,KOTAKBANK,2022-08-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,2.0,True
MODEL_B,KOTAKBANK,2022-08-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,2.0,True
MODEL_C,KOTAKBANK,2022-08-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_D,KOTAKBANK,2022-08-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_E,KOTAKBANK,2022-08-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2022-09-07,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,KOTAKBANK,2022-09-07,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,KOTAKBANK,2022-09-07,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,KOTAKBANK,2022-09-07,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,KOTAKBANK,2022-09-07,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,KOTAKBANK,2022-09-14,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,KOTAKBANK,2022-09-14,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_D,KOTAKBANK,2022-09-14,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,KOTAKBANK,2022-09-14,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,KOTAKBANK,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_C,KOTAKBANK,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,KOTAKBANK,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,KOTAKBANK,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2022-09-28,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_B,KOTAKBANK,2022-09-28,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,2.0,True
MODEL_C,KOTAKBANK,2022-09-28,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,2.0,True
MODEL_D,KOTAKBANK,2022-09-28,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,2.0,True
MODEL_E,KOTAKBANK,2022-09-28,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,2.0,True
MODEL_A,KOTAKBANK,2022-10-06,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,KOTAKBANK,2022-10-06,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,KOTAKBANK,2022-10-06,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,KOTAKBANK,2022-10-06,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,KOTAKBANK,2022-10-06,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2022-10-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,KOTAKBANK,2022-10-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_C,KOTAKBANK,2022-10-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,KOTAKBANK,2022-10-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_E,KOTAKBANK,2022-10-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_A,KOTAKBANK,2022-10-28,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,KOTAKBANK,2022-10-28,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,KOTAKBANK,2022-10-28,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,KOTAKBANK,2022-10-28,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,KOTAKBANK,2022-10-28,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2022-11-04,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,KOTAKBANK,2022-11-04,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,KOTAKBANK,2022-11-04,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,KOTAKBANK,2022-11-04,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,KOTAKBANK,2022-11-04,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,KOTAKBANK,2022-11-14,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_B,KOTAKBANK,2022-11-14,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,KOTAKBANK,2022-11-14,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_D,KOTAKBANK,2022-11-14,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_E,KOTAKBANK,2022-11-14,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,KOTAKBANK,2022-11-21,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_B,KOTAKBANK,2022-11-21,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,KOTAKBANK,2022-11-21,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,KOTAKBANK,2022-11-21,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,KOTAKBANK,2022-11-21,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,KOTAKBANK,2022-11-28,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_B,KOTAKBANK,2022-11-28,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_C,KOTAKBANK,2022-11-28,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_D,KOTAKBANK,2022-11-28,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_A,KOTAKBANK,2022-12-05,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_B,KOTAKBANK,2022-12-05,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_C,KOTAKBANK,2022-12-05,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,KOTAKBANK,2022-12-05,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,KOTAKBANK,2023-01-09,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_B,KOTAKBANK,2023-01-09,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_D,KOTAKBANK,2023-01-09,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_E,KOTAKBANK,2023-01-09,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_A,KOTAKBANK,2023-01-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,KOTAKBANK,2023-01-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_D,KOTAKBANK,2023-01-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_E,KOTAKBANK,2023-01-16,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_A,KOTAKBANK,2023-01-23,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_B,KOTAKBANK,2023-01-23,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_D,KOTAKBANK,2023-01-23,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_E,KOTAKBANK,2023-01-23,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,KOTAKBANK,2023-01-31,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_B,KOTAKBANK,2023-01-31,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_C,KOTAKBANK,2023-01-31,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_D,KOTAKBANK,2023-01-31,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_E,KOTAKBANK,2023-01-31,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_A,KOTAKBANK,2023-02-07,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_B,KOTAKBANK,2023-02-07,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_C,KOTAKBANK,2023-02-07,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_D,KOTAKBANK,2023-02-07,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_E,KOTAKBANK,2023-02-07,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_A,KOTAKBANK,2023-02-14,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,-1.0,False
MODEL_B,KOTAKBANK,2023-02-14,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,2.0,True
MODEL_C,KOTAKBANK,2023-02-14,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,2.0,True
MODEL_D,KOTAKBANK,2023-02-14,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,2.0,True
MODEL_E,KOTAKBANK,2023-02-14,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,2.0,True
MODEL_A,KOTAKBANK,2023-02-21,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_A,KOTAKBANK,2023-02-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_B,KOTAKBANK,2023-02-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_C,KOTAKBANK,2023-02-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_D,KOTAKBANK,2023-02-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_E,KOTAKBANK,2023-02-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_A,KOTAKBANK,2023-03-08,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,-1.0,False
MODEL_B,KOTAKBANK,2023-03-08,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_C,KOTAKBANK,2023-03-08,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_D,KOTAKBANK,2023-03-08,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_A,KOTAKBANK,2023-03-15,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_B,KOTAKBANK,2023-03-15,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_C,KOTAKBANK,2023-03-15,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_D,KOTAKBANK,2023-03-15,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_E,KOTAKBANK,2023-03-15,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_A,KOTAKBANK,2023-03-22,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_B,KOTAKBANK,2023-03-22,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_C,KOTAKBANK,2023-03-22,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_D,KOTAKBANK,2023-03-22,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_A,KOTAKBANK,2023-03-29,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_B,KOTAKBANK,2023-03-29,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_D,KOTAKBANK,2023-03-29,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_E,KOTAKBANK,2023-03-29,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_A,KOTAKBANK,2023-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,KOTAKBANK,2023-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_D,KOTAKBANK,2023-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_E,KOTAKBANK,2023-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,KOTAKBANK,2023-05-04,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_B,KOTAKBANK,2023-05-04,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_C,KOTAKBANK,2023-05-04,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_D,KOTAKBANK,2023-05-04,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_E,KOTAKBANK,2023-05-04,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2023-05-11,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_B,KOTAKBANK,2023-05-11,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_C,KOTAKBANK,2023-05-11,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_D,KOTAKBANK,2023-05-11,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_E,KOTAKBANK,2023-05-11,TRAIN,BULL,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2023-05-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,64,2.0,True
MODEL_B,KOTAKBANK,2023-05-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,64,2.0,True
MODEL_D,KOTAKBANK,2023-05-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_E,KOTAKBANK,2023-05-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_A,KOTAKBANK,2023-05-25,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,KOTAKBANK,2023-05-25,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_C,KOTAKBANK,2023-05-25,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,KOTAKBANK,2023-05-25,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_E,KOTAKBANK,2023-05-25,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_A,KOTAKBANK,2023-06-02,TRAIN,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_B,KOTAKBANK,2023-06-02,TRAIN,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_C,KOTAKBANK,2023-06-02,TRAIN,BULL,DEMAND,3,False,7.0,11.0,100,2.0,True
MODEL_D,KOTAKBANK,2023-06-02,TRAIN,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_E,KOTAKBANK,2023-06-02,TRAIN,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_A,KOTAKBANK,2023-06-09,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,KOTAKBANK,2023-06-16,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,KOTAKBANK,2023-06-16,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2023-06-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_B,KOTAKBANK,2023-06-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_C,KOTAKBANK,2023-06-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_D,KOTAKBANK,2023-06-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_E,KOTAKBANK,2023-06-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_A,KOTAKBANK,2023-07-03,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,KOTAKBANK,2023-07-03,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,KOTAKBANK,2023-07-10,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,KOTAKBANK,2023-07-10,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_C,KOTAKBANK,2023-07-10,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,KOTAKBANK,2023-07-10,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,KOTAKBANK,2023-07-10,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2023-07-17,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,KOTAKBANK,2023-07-17,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,KOTAKBANK,2023-07-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,KOTAKBANK,2023-07-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,KOTAKBANK,2023-07-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,KOTAKBANK,2023-07-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,KOTAKBANK,2023-07-31,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,KOTAKBANK,2023-07-31,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,KOTAKBANK,2023-07-31,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,KOTAKBANK,2023-07-31,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,KOTAKBANK,2023-08-14,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_B,KOTAKBANK,2023-08-14,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_C,KOTAKBANK,2023-08-14,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_D,KOTAKBANK,2023-08-14,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_A,KOTAKBANK,2023-08-22,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,KOTAKBANK,2023-08-22,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_C,KOTAKBANK,2023-08-22,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_D,KOTAKBANK,2023-08-22,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_A,KOTAKBANK,2023-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,KOTAKBANK,2023-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_C,KOTAKBANK,2023-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,KOTAKBANK,2023-08-29,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_A,KOTAKBANK,2023-09-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,KOTAKBANK,2023-09-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_C,KOTAKBANK,2023-09-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_D,KOTAKBANK,2023-09-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_A,KOTAKBANK,2023-09-12,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_B,KOTAKBANK,2023-09-12,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_C,KOTAKBANK,2023-09-12,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,86,-1.0,False
MODEL_A,KOTAKBANK,2023-09-20,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,82,-1.0,False
MODEL_B,KOTAKBANK,2023-09-20,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,82,-1.0,False
MODEL_C,KOTAKBANK,2023-09-20,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,82,-1.0,False
MODEL_A,KOTAKBANK,2023-09-27,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,-1.0,False
MODEL_B,KOTAKBANK,2023-09-27,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_C,KOTAKBANK,2023-09-27,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,-1.0,False
MODEL_A,KOTAKBANK,2023-10-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,-1.0,False
MODEL_B,KOTAKBANK,2023-10-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,-1.0,False
MODEL_C,KOTAKBANK,2023-10-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,-1.0,False
MODEL_D,KOTAKBANK,2023-10-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,-1.0,False
MODEL_E,KOTAKBANK,2023-10-05,TRAIN,BEAR,SUPPLY,1,False,7.0,9.0,60,-1.0,False
MODEL_A,KOTAKBANK,2023-10-12,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_B,KOTAKBANK,2023-10-12,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,2.0,True
MODEL_C,KOTAKBANK,2023-10-12,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,2.0,True
MODEL_A,KOTAKBANK,2023-10-19,TRAIN,BEAR,DEMAND,3,False,7.0,11.0,92,-1.0,False
MODEL_B,KOTAKBANK,2023-10-19,TRAIN,BEAR,DEMAND,3,False,7.0,11.0,92,-1.0,False
MODEL_C,KOTAKBANK,2023-10-19,TRAIN,BEAR,DEMAND,3,False,7.0,11.0,92,2.0,True
MODEL_A,KOTAKBANK,2023-10-27,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_B,KOTAKBANK,2023-10-27,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_C,KOTAKBANK,2023-10-27,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_A,KOTAKBANK,2023-11-03,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_B,KOTAKBANK,2023-11-03,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_C,KOTAKBANK,2023-11-03,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_A,KOTAKBANK,2023-11-10,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_B,KOTAKBANK,2023-11-10,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,-1.0,False
MODEL_C,KOTAKBANK,2023-11-10,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_A,KOTAKBANK,2023-11-20,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_B,KOTAKBANK,2023-11-20,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_C,KOTAKBANK,2023-11-20,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,82,2.0,True
MODEL_A,KOTAKBANK,2023-11-28,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,-1.0,False
