model,symbol,date,split,regime,direction,confluence,is_atz,gtf_7,gtf_13,conviction,pnl_r,is_win
MODEL_D,BERGEPAINT,2025-09-30,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_E,BERGEPAINT,2025-09-30,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,BERGEPAINT,2025-10-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,BERGEPAINT,2025-10-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_C,BERGEPAINT,2025-10-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_D,BERGEPAINT,2025-10-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,BERGEPAINT,2025-10-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,BERGEPAINT,2025-10-15,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_B,BERGEPAINT,2025-10-15,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,BERGEPAINT,2025-10-15,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,BERGEPAINT,2025-10-15,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,BERGEPAINT,2025-10-15,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,BERGEPAINT,2025-10-23,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,BERGEPAINT,2025-10-23,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_C,BERGEPAINT,2025-10-23,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_D,BERGEPAINT,2025-10-23,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,BERGEPAINT,2025-10-23,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,BERGEPAINT,2025-10-30,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,BERGEPAINT,2025-10-30,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,BERGEPAINT,2025-10-30,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,BERGEPAINT,2025-10-30,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,BERGEPAINT,2025-10-30,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,BERGEPAINT,2025-11-10,VALIDATION,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,2.0,True
MODEL_B,BERGEPAINT,2025-11-10,VALIDATION,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,2.0,True
MODEL_C,BERGEPAINT,2025-11-10,VALIDATION,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,2.0,True
MODEL_D,BERGEPAINT,2025-11-10,VALIDATION,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_E,BERGEPAINT,2025-11-10,VALIDATION,SIDEWAYS,DEMAND,3,False,7.0,11.0,100,2.0,True
MODEL_A,BERGEPAINT,2025-11-17,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,BERGEPAINT,2025-11-17,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,BERGEPAINT,2025-11-24,VALIDATION,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,BERGEPAINT,2025-11-24,VALIDATION,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,BERGEPAINT,2025-12-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_B,BERGEPAINT,2025-12-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,-1.0,False
MODEL_C,BERGEPAINT,2025-12-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_D,BERGEPAINT,2025-12-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_E,BERGEPAINT,2025-12-08,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_A,BERGEPAINT,2025-12-15,VALIDATION,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_B,BERGEPAINT,2025-12-15,VALIDATION,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_A,BERGEPAINT,2025-12-22,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_B,BERGEPAINT,2025-12-22,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_C,BERGEPAINT,2025-12-22,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_A,BERGEPAINT,2026-01-13,VALIDATION,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_B,BERGEPAINT,2026-01-13,VALIDATION,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_C,BERGEPAINT,2026-01-13,VALIDATION,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_D,BERGEPAINT,2026-01-13,VALIDATION,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_A,BERGEPAINT,2026-02-04,VALIDATION,BEAR,SUPPLY,2,False,7.0,8.5,82,2.0,True
MODEL_B,BERGEPAINT,2026-02-04,VALIDATION,BEAR,SUPPLY,2,False,7.0,8.5,82,2.0,True
MODEL_C,BERGEPAINT,2026-02-04,VALIDATION,BEAR,SUPPLY,2,False,7.0,8.5,82,2.0,True
MODEL_D,BERGEPAINT,2026-02-04,VALIDATION,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_E,BERGEPAINT,2026-02-04,VALIDATION,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_A,BERGEPAINT,2026-02-11,VALIDATION,BEAR,DEMAND,4,True,7.0,11.0,92,-1.0,False
MODEL_B,BERGEPAINT,2026-02-11,VALIDATION,BEAR,DEMAND,4,True,7.0,11.0,92,-1.0,False
MODEL_A,BERGEPAINT,2026-02-18,VALIDATION,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_B,BERGEPAINT,2026-02-18,VALIDATION,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_A,BERGEPAINT,2026-02-25,VALIDATION,BEAR,DEMAND,4,True,7.0,11.0,92,-1.0,False
MODEL_B,BERGEPAINT,2026-02-25,VALIDATION,BEAR,DEMAND,4,True,7.0,11.0,92,-1.0,False
MODEL_C,BERGEPAINT,2026-02-25,VALIDATION,BEAR,DEMAND,4,True,7.0,11.0,92,2.0,True
MODEL_E,BERGEPAINT,2026-02-25,VALIDATION,BEAR,DEMAND,4,True,7.0,11.0,92,2.0,True
MODEL_A,BERGEPAINT,2026-03-05,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,-1.0,False
MODEL_B,BERGEPAINT,2026-03-05,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,-1.0,False
MODEL_C,BERGEPAINT,2026-03-05,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,2.0,True
MODEL_E,BERGEPAINT,2026-03-05,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,2.0,True
MODEL_A,BERGEPAINT,2026-03-12,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,-1.0,False
MODEL_B,BERGEPAINT,2026-03-12,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,2.0,True
MODEL_C,BERGEPAINT,2026-03-12,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,2.0,True
MODEL_D,BERGEPAINT,2026-03-12,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,2.0,True
MODEL_E,BERGEPAINT,2026-03-12,TEST_OOS,BEAR,DEMAND,4,True,7.0,12.5,92,2.0,True
MODEL_A,BERGEPAINT,2026-03-19,TEST_OOS,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_B,BERGEPAINT,2026-03-19,TEST_OOS,BEAR,DEMAND,1,False,7.0,7.5,60,-1.0,False
MODEL_C,BERGEPAINT,2026-03-19,TEST_OOS,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_D,BERGEPAINT,2026-03-19,TEST_OOS,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_E,BERGEPAINT,2026-03-19,TEST_OOS,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_A,BERGEPAINT,2026-03-27,TEST_OOS,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_B,BERGEPAINT,2026-03-27,TEST_OOS,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_C,BERGEPAINT,2026-03-27,TEST_OOS,BEAR,SUPPLY,2,False,7.0,8.5,82,-1.0,False
MODEL_A,BERGEPAINT,2026-04-15,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_B,BERGEPAINT,2026-04-15,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_C,BERGEPAINT,2026-04-15,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_D,BERGEPAINT,2026-04-15,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_A,BERGEPAINT,2026-04-22,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_B,BERGEPAINT,2026-04-22,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_C,BERGEPAINT,2026-04-22,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_D,BERGEPAINT,2026-04-22,TEST_OOS,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_A,BERGEPAINT,2026-04-29,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_B,BERGEPAINT,2026-04-29,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_C,BERGEPAINT,2026-04-29,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_D,BERGEPAINT,2026-04-29,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_E,BERGEPAINT,2026-04-29,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_A,BERGEPAINT,2026-05-13,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_B,BERGEPAINT,2026-05-13,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_C,BERGEPAINT,2026-05-13,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_D,BERGEPAINT,2026-05-13,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_E,BERGEPAINT,2026-05-13,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_B,BERGEPAINT,2026-05-20,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_C,BERGEPAINT,2026-05-20,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_D,BERGEPAINT,2026-05-20,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_E,BERGEPAINT,2026-05-20,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,8.5,82,-1.0,False
MODEL_A,BERGEPAINT,2026-05-27,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,96,2.0,True
MODEL_B,BERGEPAINT,2026-05-27,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_C,BERGEPAINT,2026-05-27,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_D,BERGEPAINT,2026-05-27,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_E,BERGEPAINT,2026-05-27,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_A,BERGEPAINT,2026-06-03,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,82,-1.0,False
MODEL_B,BERGEPAINT,2026-06-03,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,82,2.0,True
MODEL_D,BERGEPAINT,2026-06-03,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,82,2.0,True
MODEL_E,BERGEPAINT,2026-06-03,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,82,2.0,True
MODEL_A,BERGEPAINT,2026-06-10,TEST_OOS,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_B,BERGEPAINT,2026-06-10,TEST_OOS,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_C,BERGEPAINT,2026-06-10,TEST_OOS,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_D,BERGEPAINT,2026-06-10,TEST_OOS,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_E,BERGEPAINT,2026-06-10,TEST_OOS,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_A,BERGEPAINT,2026-06-17,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,9.5,96,2.0,True
MODEL_B,BERGEPAINT,2026-06-17,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,9.5,96,-1.0,False
MODEL_C,BERGEPAINT,2026-06-17,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,9.5,96,2.0,True
MODEL_D,BERGEPAINT,2026-06-17,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,9.5,96,2.0,True
MODEL_A,BERGEPAINT,2026-06-25,TEST_OOS,BULL,SUPPLY,4,True,7.0,12.5,96,-1.0,False
MODEL_B,BERGEPAINT,2026-06-25,TEST_OOS,BULL,SUPPLY,4,True,7.0,12.5,96,-1.0,False
MODEL_C,BERGEPAINT,2026-06-25,TEST_OOS,BULL,SUPPLY,4,True,7.0,12.5,96,-1.0,False
MODEL_D,BERGEPAINT,2026-06-25,TEST_OOS,BULL,SUPPLY,4,True,7.0,12.5,96,-1.0,False
MODEL_E,BERGEPAINT,2026-06-25,TEST_OOS,BULL,SUPPLY,4,True,7.0,12.5,96,2.0,True
MODEL_A,BERGEPAINT,2026-07-02,TEST_OOS,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,BERGEPAINT,2026-07-02,TEST_OOS,BULL,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_C,BERGEPAINT,2026-07-02,TEST_OOS,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_D,BERGEPAINT,2026-07-02,TEST_OOS,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_E,BERGEPAINT,2026-07-02,TEST_OOS,BULL,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,BERGEPAINT,2026-07-09,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_B,BERGEPAINT,2026-07-09,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_C,BERGEPAINT,2026-07-09,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_D,BERGEPAINT,2026-07-09,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_A,BERGEPAINT,2026-07-16,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,BERGEPAINT,2026-07-16,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_C,BERGEPAINT,2026-07-16,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_D,BERGEPAINT,2026-07-16,TEST_OOS,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_A,BERGEPAINT,2026-07-23,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_B,BERGEPAINT,2026-07-23,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_C,BERGEPAINT,2026-07-23,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_D,BERGEPAINT,2026-07-23,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_E,BERGEPAINT,2026-07-23,TEST_OOS,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_A,BERGEPAINT,2026-07-30,TEST_OOS,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_B,BERGEPAINT,2026-07-30,TEST_OOS,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_C,BERGEPAINT,2026-07-30,TEST_OOS,BULL,SUPPLY,3,False,7.0,12.5,100,2.0,True
MODEL_D,BERGEPAINT,2026-07-30,TEST_OOS,BULL,SUPPLY,3,False,7.0,12.5,100,2.0,True
MODEL_A,BERGEPAINT,2026-08-06,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,BERGEPAINT,2026-08-06,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_C,BERGEPAINT,2026-08-06,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_D,BERGEPAINT,2026-08-06,TEST_OOS,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_A,BERGEPAINT,2026-08-13,TEST_OOS,BULL,SUPPLY,4,True,7.0,11.0,100,-1.0,False
MODEL_B,BERGEPAINT,2026-08-13,TEST_OOS,BULL,SUPPLY,4,True,7.0,11.0,100,2.0,True
MODEL_C,BERGEPAINT,2026-08-13,TEST_OOS,BULL,SUPPLY,4,True,7.0,11.0,100,2.0,True
MODEL_D,BERGEPAINT,2026-08-13,TEST_OOS,BULL,SUPPLY,4,True,7.0,11.0,100,2.0,True
MODEL_A,EMAMILTD,2022-06-16,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_B,EMAMILTD,2022-06-16,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_C,EMAMILTD,2022-06-16,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_D,EMAMILTD,2022-06-16,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_E,EMAMILTD,2022-06-16,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_A,EMAMILTD,2022-06-23,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_B,EMAMILTD,2022-06-23,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_C,EMAMILTD,2022-06-23,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,2.0,True
MODEL_D,EMAMILTD,2022-06-23,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_E,EMAMILTD,2022-06-23,TRAIN,BEAR,DEMAND,1,False,7.0,9.0,60,-1.0,False
MODEL_A,EMAMILTD,2022-06-30,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_B,EMAMILTD,2022-06-30,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_C,EMAMILTD,2022-06-30,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_E,EMAMILTD,2022-06-30,TRAIN,BEAR,DEMAND,1,False,7.0,7.5,60,2.0,True
MODEL_A,EMAMILTD,2022-07-07,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,EMAMILTD,2022-07-07,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_C,EMAMILTD,2022-07-07,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,EMAMILTD,2022-07-07,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_E,EMAMILTD,2022-07-07,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_A,EMAMILTD,2022-07-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,64,-1.0,False
MODEL_B,EMAMILTD,2022-07-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_C,EMAMILTD,2022-07-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_D,EMAMILTD,2022-07-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_E,EMAMILTD,2022-07-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,64,2.0,True
MODEL_A,EMAMILTD,2022-07-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,EMAMILTD,2022-07-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_C,EMAMILTD,2022-07-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,EMAMILTD,2022-07-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_E,EMAMILTD,2022-07-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_A,EMAMILTD,2022-07-28,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,64,2.0,True
MODEL_B,EMAMILTD,2022-07-28,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_C,EMAMILTD,2022-07-28,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_D,EMAMILTD,2022-07-28,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_E,EMAMILTD,2022-07-28,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_A,EMAMILTD,2022-08-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_B,EMAMILTD,2022-08-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_C,EMAMILTD,2022-08-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_D,EMAMILTD,2022-08-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_E,EMAMILTD,2022-08-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_A,EMAMILTD,2022-08-12,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,EMAMILTD,2022-08-12,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_B,EMAMILTD,2022-08-22,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_A,EMAMILTD,2022-08-29,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_B,EMAMILTD,2022-08-29,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_D,EMAMILTD,2022-08-29,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_E,EMAMILTD,2022-08-29,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_A,EMAMILTD,2022-09-06,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_B,EMAMILTD,2022-09-06,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_A,EMAMILTD,2022-09-13,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_B,EMAMILTD,2022-09-13,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_D,EMAMILTD,2022-09-13,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_E,EMAMILTD,2022-09-13,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_A,EMAMILTD,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,EMAMILTD,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,EMAMILTD,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_D,EMAMILTD,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,EMAMILTD,2022-09-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,EMAMILTD,2022-09-29,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,EMAMILTD,2022-09-29,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_C,EMAMILTD,2022-09-29,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_D,EMAMILTD,2022-09-29,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,EMAMILTD,2022-09-29,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,EMAMILTD,2022-10-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_B,EMAMILTD,2022-10-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_D,EMAMILTD,2022-10-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,EMAMILTD,2022-10-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,EMAMILTD,2022-10-14,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,EMAMILTD,2022-10-14,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,EMAMILTD,2022-10-14,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,EMAMILTD,2022-10-14,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,EMAMILTD,2022-10-14,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
